sha;hex-8;package;category;summary;description;files;num. files;num. lines changed
e53c46bd8fc52a63825470d425895d95a9e35be8;e53c46bd;library;motorsmatrix;fix output_armed_stabilized min thr limit;"fix output_armed_stabilized min thr limit

_min_throttle was being used as if it were in the 0 to 1000 range when
in fact it is in the pwm range.  This meant the lower limit was too low.";['libraries/AP_Motors/AP_MotorsMatrix.cpp'];1;12
a852e48f371d2e8244e47356cd580a357c1f8328;a852e48f;library;gps_nmea;fix gps startup;"fix gps startup

when no valid gps data, gps would restart in a loop. Take the frame without
gps fix into account for frame counting";['libraries/AP_GPS/AP_GPS_NMEA.cpp'];1;7
766ccea3be11c7b38d5f0a09f0db7ac836af21d5;766ccea3;library;mission;fix bug causing first do-cmd to be run many times;"fix bug causing first do-cmd to be run many times

The symptom was that if the very first command in the mission was a
do-command, it would be run after every nav-command that didn't have
another do-command before it.";['libraries/AP_Mission/AP_Mission.cpp'];1;17
0acfcbfa811bb51915e80448e08976b1b603ea8c;0acfcbfa;library;navekf;use primary compass instead of first instance;"use primary compass instead of first instance

Thanks very much to staroselskii for finding this bug";['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;10
cc0ab26f5d6f3359cb339b5bdad0220163735ce5;cc0ab26f;library;mount;fix init of mode;"fix init of mode

Mode was being set from MNT_DEFTL_MODE parameter before that parameter's
value had been initialised from eeprom";['libraries/AP_Mount/AP_Mount.cpp'];1;4
35dd7322d286f75e57df0a07fc89e5b2c15e89de;35dd7322;copter;copter;float constant fix for heli's check_dynamic_flight;"float constant fix for heli's check_dynamic_flight

No functional change";['ArduCopter/heli.cpp'];1;2
0a69c13b1df4b633910f57bcadcdb2a064606574;0a69c13b;copter;copter;Fix helicopter ground stabilization in Auto, Brake, Circle, Guided, Land and RTL modes.;Fix helicopter ground stabilization in Auto, Brake, Circle, Guided, Land and RTL modes.;['ArduCopter/control_guided.cpp', 'ArduCopter/control_circle.cpp', 'ArduCopter/control_land.cpp', 'ArduCopter/control_auto.cpp', 'ArduCopter/control_rtl.cpp', 'ArduCopter/control_brake.cpp'];6;119
4e3d0ae0c1b537e849e481c805311cfb352c7655;4e3d0ae0;copter;copter;fix startup logging;"fix startup logging

Removed potentially endless loop caused by start_logging calling
Log_Write_Startup which called should_log which could then call
start_logging.
Moved disarm event logging above motors disarm so it is logged";['ArduCopter/motors.cpp', 'ArduCopter/Log.cpp', 'ArduCopter/system.cpp'];3;26
dbbc5ed8161734cb5b47e0c69243f79cfb6102bd;dbbc5ed8;tools;replay;fix double-free in MsgHandler;fix double-free in MsgHandler;['Tools/Replay/MsgHandler.cpp'];1;5
0cd584c29329600493c2c8d4a1aead26e7bd56de;0cd584c2;library;compass;fix rotation for bebop AK8963;"fix rotation for bebop AK8963

Set the correct rotation for bebop";['libraries/AP_Compass/AP_Compass_AK8963.cpp'];1;3
5c414b4ca2923d887e4335d6c4f1823ed521d197;5c414b4c;library;hal;Fix Compass I2C address for Bebop;Fix Compass I2C address for Bebop;['libraries/AP_HAL/AP_HAL_Boards.h'];1;2
2e6b6e473a1315283902dbcb7bfc38434de39fd9;2e6b6e47;copter;copter;fix home_distance calculation;"fix home_distance calculation

Distance was calculated vs EKF origin instead of AHRS home";['ArduCopter/navigation.cpp'];1;5
03356a8d3a6d5971927ae054347f35dbaa51ad67;03356a8d;library;optflow;fix parameter descriptions;fix parameter descriptions;['libraries/AP_OpticalFlow/OpticalFlow.cpp'];1;8
5d5d9dc137a8a4781f6bcfaf8092c214bfe78cbc;5d5d9dc1;library;gps;Fix max/min bug on SBP buffering. Log messages whether SBP driver recognizes the msg_type or not.;Fix max/min bug on SBP buffering. Log messages whether SBP driver recognizes the msg_type or not.;['libraries/AP_GPS/AP_GPS_SBP.cpp'];1;7
21c895f6f3730879f9ba22a5ee5a5cbd956f0936;21c895f6;library;gps;prevent extra NMEA messages causing rapid fix rates;"prevent extra NMEA messages causing rapid fix rates

unexpected messages could cause the GPS driver to report a very high
fix rate, which can confuse the EKF";['libraries/AP_GPS/AP_GPS_NMEA.h', 'libraries/AP_GPS/AP_GPS_NMEA.cpp'];2;41
844f050cf334d659cfc6b0087319977a6435ce13;844f050c;library;dataflash;correct zero-byte-file handling in CLI;"correct zero-byte-file handling in CLI

-rw-rw-r-- 1 pbarker pbarker   2105344 Jul  1 16:10 1.BIN
-rw-rw-r-- 1 pbarker pbarker         0 Jul  1 19:35 2.BIN
-rw-rw-r-- 1 pbarker pbarker   2494464 Jul  1 16:58 3.BIN
-rw-rw-r-- 1 pbarker pbarker 128503808 Jul  1 20:22 4.BIN
-rw-rw-r-- 1 pbarker pbarker         3 Jul  1 19:46 LASTLOG.TXT

Before fix:

2 logs
Log 3 in logs/3.BIN of size 2494464 2015/7/1 6:58
Log 4 in logs/4.BIN of size 128503808 2015/7/1 10:22

After Fix:

4 logs
Log 1 in logs/1.BIN of size 2105344 2015/7/1 6:10
Log 2 in logs/2.BIN of size 0 2015/7/1 9:35
Log 3 in logs/3.BIN of size 2494464 2015/7/1 6:58
Log 4 in logs/4.BIN of size 128503808 2015/7/1 10:22

If the last file was zero bytes, no files would be shown.";['libraries/DataFlash/DataFlash_File.cpp', 'libraries/DataFlash/DataFlash_File.h'];2;17
38a8a772f86f023750a6756ace6aa4240b8f8c0f;38a8a772;library;gps;Add fix status 3D+DGPS;Add fix status 3D+DGPS;['libraries/AP_GPS/AP_GPS_UBLOX.cpp', 'libraries/AP_GPS/AP_GPS_UBLOX.h'];2;13
90378b21dabd4cfc7893e5ae67a1c6ca7e81e246;90378b21;library;battmonitor;Fix battery monitor Floating Point Exception in SITL;"Fix battery monitor Floating Point Exception in SITL

Adds a sanity check to avoid division by zero when BATT_CAPACITY is set to 0.";['libraries/AP_BattMonitor/AP_BattMonitor_Backend.cpp'];1;7
ef20676c6756c28c50a4cb86a854cc8081a0c07e;ef20676c;library;gps;fix INJECT_TO param desc and add definition;"fix INJECT_TO param desc and add definition

No functional change";['libraries/AP_GPS/AP_GPS.cpp', 'libraries/AP_GPS/AP_GPS.h'];2;10
f79ac46d60f651b3c21bbcbef4ca81b9b8c06c1e;f79ac46d;copter;copter;fix althold take-off state;"fix althold take-off state

Also abort takeoff when switching into AltHold";['ArduCopter/control_althold.cpp'];1;19
84ac8abc42ad24e489fc93031a58c3b689b1210b;84ac8abc;library;mount;Fixed a bug with wrapping of panning angles.;Fixed a bug with wrapping of panning angles.;['libraries/AP_Mount/AP_Mount_Backend.cpp'];1;6
4eab27abe964c8ab1592206616fbdadb1213adcb;4eab27ab;library;inertialsensor;fixed logic bug in MPU6000 init;"fixed logic bug in MPU6000 init

thanks to coverity";['libraries/AP_InertialSensor/AP_InertialSensor_MPU6000.cpp'];1;2
21cd73e87700a66087608ab92d35e371f3b87013;21cd73e8;copter;copter;AutoTune bug fix to save feedforward setting;AutoTune bug fix to save feedforward setting;['ArduCopter/control_autotune.cpp'];1;2
7c55689aadfdfb9a6b128be05616032fdf1a104f;7c55689a;library;hal_linux;Fix loading Firmware;Fix loading Firmware;['libraries/AP_HAL_Linux/RCOutput_AioPRU.cpp'];1;6
6ba8cd05ff2fa139331697f97610c29e58edeee8;6ba8cd05;library;navekf;Fix bug preventing GPS vertical velocity being used;"Fix bug preventing GPS vertical velocity being used

This fixes a bug that prevents GPS velocity being used permanently if there is a temporary unavailability";['libraries/AP_NavEKF/AP_NavEKF.h', 'libraries/AP_NavEKF/AP_NavEKF.cpp'];2;18
5644dd86202171ffb8ae267c7b8bba9e541859f3;5644dd86;copter;copter;fix duplicate IMU logging;"fix duplicate IMU logging

IMU logs could be written at FULL rate and at lower rates leading to duplicates";['ArduCopter/ArduCopter.cpp'];1;4
9d81856580ff056888fb13f1485d95f6115c16fb;9d818565;library;inertialsensor;fix name of get_delta_velocity method;fix name of get_delta_velocity method;['libraries/AP_InertialSensor/AP_InertialSensor.h'];1;2
f603c1ef69051529a68a73bde65886fe581c2b3d;f603c1ef;copter;copter;fix ekf-check reliance on position_ok;fix ekf-check reliance on position_ok;['ArduCopter/Copter.h', 'ArduCopter/system.cpp', 'ArduCopter/ekf_check.cpp'];3;18
8ceccd778d84ddfd31de21d49425009c06abb51b;8ceccd77;library;inertialsensor;disable vibration checks on APM2;"disable vibration checks on APM2

Also bug fix get_accel_clip_count's instance check";['libraries/AP_InertialSensor/AP_InertialSensor.h', 'libraries/AP_InertialSensor/AP_InertialSensor.cpp'];2;16
5fb46b0e11845dc82e1c3fa79078ad708b5a1c75;5fb46b0e;tools;replay;fix dataflash overflow on timestamp-poor (older) logfiles;fix dataflash overflow on timestamp-poor (older) logfiles;['Tools/Replay/MsgHandler.cpp'];1;12
d366c303582f194c09ad6dcfa74f0501b68e8797;d366c303;library;rangefinder;fix potential out-of-bounds read;"fix potential out-of-bounds read

Issue found by Coverity";['libraries/AP_RangeFinder/RangeFinder.cpp'];1;4
7613964ecbf9f3517dc33e515b460e957c4ec30d;7613964e;copter;copter;fix bug in which do-parachute command could start motor test;"fix bug in which do-parachute command could start motor test

bug found by Coverity";['ArduCopter/GCS_Mavlink.cpp'];1;1
b8e3fe8f262118b88693ef474feccc750ef3f14c;b8e3fe8f;library;mount;AlexMos fix to stop crashing before init;AlexMos fix to stop crashing before init;['libraries/AP_Mount/AP_Mount_Alexmos.cpp'];1;4
d7fe6bfe0d76171b959abdc82b250aaf9f42c7fc;d7fe6bfe;library;terrain;cast grid_spacing to fix OSX clang error;cast grid_spacing to fix OSX clang error;['libraries/AP_Terrain/AP_Terrain.cpp'];1;2
3e74b82bc4945c9c1656caf7af8208c941ae3d9c;3e74b82b;plane;plane;fixed two bugs in px4io override code;"fixed two bugs in px4io override code

First bug is going via microSD to poulate mixer. We can't rely on the
microSD being writeable or functioning properly. Instead create the
buffer in memory and only write a copy to the filesystem.

Second bug is related to extreme trim values on channels. If trim
values are well out of range then the mixer fails and override fails.";['ArduPlane/px4_mixer.cpp'];1;159
8adc60751c5f7c8b623afd4eab16eac742a5586a;8adc6075;copter;copter;fix LOG_BITMASK parameter description;fix LOG_BITMASK parameter description;['ArduCopter/Parameters.pde'];1;2
65ca09600cd294037decbe575ccd0da3cf061aec;65ca0960;library;motors;Heli eliminate _dt member and fix rsc_runup calculation;Heli eliminate _dt member and fix rsc_runup calculation;['libraries/AP_Motors/AP_MotorsHeli.cpp', 'libraries/AP_Motors/AP_MotorsHeli.h'];2;10
c8a1e48f0cb9a75f33e801d76b1456a8162ee037;c8a1e48f;copter;copter;Tradheli fix Land Detector.;"Tradheli fix Land Detector.

Tradheli does not use throttle_mix.";['ArduCopter/land_detector.pde'];1;6
fb2d29364e943ad54765605e93e3f92f75e58aff;fb2d2936;library;mount_storm32_serial;fix angle request;fix angle request;['libraries/AP_Mount/AP_Mount_SToRM32_serial.cpp'];1;6
ce0ee69a3b7a9d88f93c535e019dcac7a1bfc4a6;ce0ee69a;library;antennatracker;fix for scheduler API change;fix for scheduler API change;['AntennaTracker/AntennaTracker.pde'];1;2
964b8ed2f393d9d6354accd8efdbf9f1d5037614;964b8ed2;plane;plane;fix for scheduler API change;fix for scheduler API change;['ArduPlane/ArduPlane.cpp'];1;2
19332be52ebc50f37d493820d7cfa56071b9b694;19332be5;copter;copter;fix for scheduler API change;fix for scheduler API change;['ArduCopter/ArduCopter.pde'];1;2
7d5181771635506aafba38025cc6f6987e23c68d;7d518177;rover;rover;fix for scheduler API change;fix for scheduler API change;['APMrover2/APMrover2.cpp'];1;2
b8181b6b90fb2a5b5fbfaede335ec250d59e7cf3;b8181b6b;library;motors;RCMAP fix;"RCMAP fix

Remove all RC Input channels passed as reference into AP_Motors.  All input handling self-contained inside AP_Motors.
Rework Tricopter to use internal servo calcs.";['libraries/AP_Motors/AP_MotorsOcta.h', 'libraries/AP_Motors/AP_MotorsY6.h', 'libraries/AP_Motors/AP_Motors_Class.cpp', 'libraries/AP_Motors/AP_MotorsHexa.h', 'libraries/AP_Motors/AP_MotorsMatrix.cpp', 'libraries/AP_Motors/AP_MotorsSingle.h', 'libraries/AP_Motors/AP_MotorsHeli.h', 'libraries/AP_Motors/AP_MotorsMatrix.h', 'libraries/AP_Motors/AP_Motors_Class.h', 'libraries/AP_Motors/AP_MotorsTri.h', 'libraries/AP_Motors/AP_MotorsTri.cpp', 'libraries/AP_Motors/AP_MotorsQuad.h', 'libraries/AP_Motors/AP_MotorsCoax.cpp', 'libraries/AP_Motors/AP_MotorsHeli.cpp', 'libraries/AP_Motors/AP_MotorsCoax.h', 'libraries/AP_Motors/AP_MotorsSingle.cpp', 'libraries/AP_Motors/AP_MotorsOctaQuad.h'];17;565
316196b12f24c6bd04de79648b94ce52c154b4ca;316196b1;copter;copter;Finish RCMap fix.;"Finish RCMap fix.

All g.rc_X references changed to channel function pointers.";['ArduCopter/control_loiter.pde', 'ArduCopter/control_rtl.pde', 'ArduCopter/control_althold.pde', 'ArduCopter/motors.pde', 'ArduCopter/control_sport.pde', 'ArduCopter/control_circle.pde', 'ArduCopter/Attitude.pde', 'ArduCopter/land_detector.pde', 'ArduCopter/switches.pde', 'ArduCopter/control_acro.pde', 'ArduCopter/control_guided.pde', 'ArduCopter/control_poshold.pde', 'ArduCopter/control_flip.pde', 'ArduCopter/control_auto.pde'];14;72
acdf4a226f000f74b50cfa480e0994a69521ae1b;acdf4a22;copter;copter;RCMAP Fix, remove RC_Channel references;"RCMAP Fix, remove RC_Channel references

from AP_Motors objects.  And a few function renaming to follow changes in AP_Motors.  Also add new throttle channel setter functionality.
Remove RC7 object from Tricopter.  Add special Tricopter param handling.";['ArduCopter/radio.pde', 'ArduCopter/Log.pde', 'ArduCopter/Parameters.pde', 'ArduCopter/land_detector.pde', 'ArduCopter/ArduCopter.pde'];5;30
9ac892aceac0fba95400cef9b0bb115e9ff94073;9ac892ac;copter;copter;fix MISSION_START support;"fix MISSION_START support

Vehicle must already be armed
Set auto-armed to true to allow take-off without pilot raising throttle";['ArduCopter/GCS_Mavlink.pde'];1;3
db871cc5811e257b47cc1f6b37986c758a44a7af;db871cc5;plane;plane;prevent trim values out of range for PX4 mixer;"prevent trim values out of range for PX4 mixer

thanks to Brian Christal for a good bug report!";['ArduPlane/px4_mixer.pde'];1;2
559684b257f06370f4c7c2e6db43922eb2da6df7;559684b2;gcs;gcs_mavlink;fix flow control check;"fix flow control check

Thanks to Tridge for spotting is";['libraries/GCS_MAVLink/GCS_Common.cpp'];1;9
474ee2a11ecc37d9c46ce1550dba2fcce7b1d0ac;474ee2a1;rover;rover;fix for new compass API;fix for new compass API;['APMrover2/GCS_Mavlink.pde'];1;3
64ce1e0381de588e4e2f899103b78d5a7e8d6f38;64ce1e03;copter;copter;fix for new compass API;fix for new compass API;['ArduCopter/GCS_Mavlink.pde'];1;3
e362b4fc047719e95635751c1de3a23c25d5ff93;e362b4fc;plane;plane;fix for new compass API;fix for new compass API;['ArduPlane/GCS_Mavlink.pde'];1;3
3370ec62a19e48355b8c74dd088d465d5fc1a279;3370ec62;library;hal_sitl;fix for multi-compass SITL;fix for multi-compass SITL;['libraries/AP_HAL_SITL/sitl_compass.cpp'];1;8
7056484ef0312b4968d8bbc7976b17fc860730ca;7056484e;copter;copter;fix spline overshoot;fix spline overshoot;['libraries/AC_WPNav/AC_WPNav.cpp'];1;6
cb595709386196d01f1992f5e4dafb7b4934edcc;cb595709;library;navekf;Remove bug preventing external selection of optical flow mode;Remove bug preventing external selection of optical flow mode;['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;2
4f52aaa3a388d686b6951a18715dfcad99051b44;4f52aaa3;copter;copter;fix tradheli arming message;fix tradheli arming message;['ArduCopter/motors.pde'];1;2
142e018a18955008ba1ee73c049a7beeb2ac3461;142e018a;library;navekf;fix bug causing takeoff to fail;fix bug causing takeoff to fail;['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;4
9e02ce44ae858d66c8c7d2dd9e780fee3d6aa78e;9e02ce44;tools;tools;fix for HAL_SITL rename;fix for HAL_SITL rename;['Tools/VARTest/VARTest.pde', 'Tools/Replay/Replay.pde', 'Tools/Hello/Hello.pde', 'Tools/CPUInfo/CPUInfo.pde'];4;10
a299fdacdf4fb923a560634dddf596154b7b513d;a299fdac;plane;plane;fix for HAL_SITL rename;fix for HAL_SITL rename;['ArduPlane/Parameters.pde', 'ArduPlane/Log.pde', 'ArduPlane/ArduPlane.pde', 'ArduPlane/GCS_Mavlink.pde'];4;10
5a36b9955e80bdbfa3f7861d6a10a2144a5d2dbe;5a36b995;copter;copter;fix for HAL_SITL rename;fix for HAL_SITL rename;['ArduCopter/Parameters.pde', 'ArduCopter/Log.pde', 'ArduCopter/GCS_Mavlink.pde', 'ArduCopter/motors.pde', 'ArduCopter/ArduCopter.pde'];5;16
429efc4d6cb2e68d9921438db956c84593bf30b2;429efc4d;library;antennatracker;fix for HAL_SITL rename;fix for HAL_SITL rename;['AntennaTracker/AntennaTracker.pde', 'AntennaTracker/Parameters.pde', 'AntennaTracker/GCS_Mavlink.pde'];3;8
eda187c75a8c28c6e799d1cb2b91af6e946e157f;eda187c7;rover;rover;fix for HAL_SITL rename;fix for HAL_SITL rename;['APMrover2/config.h', 'APMrover2/APMrover2.pde', 'APMrover2/Parameters.pde', 'APMrover2/GCS_Mavlink.pde'];4;10
212e0ec00259fa0b02982d2b452d27c4adf0f6aa;212e0ec0;library;storagemanager;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/StorageManager/examples/StorageTest/StorageTest.pde'];1;2
fa688a7b149e630777ecb6316f73d92fec3d8d34;fa688a7b;library;rc_channel;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/RC_Channel/examples/RC_Channel/RC_Channel.pde'];1;2
f449b34fdd97621af98f25c363d2205150193774;f449b34f;library;pid;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/PID/examples/pid/pid.pde'];1;2
2d89b8b53ddda0efb927f9d9a154bf58425aab41;2d89b8b5;gcs;gcs_mavlink;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/GCS_MAVLink/GCS_Logs.cpp', 'libraries/GCS_MAVLink/examples/routing/routing.pde'];2;4
69f9d25cd02fdd6942d4458b807bd299eab7968b;69f9d25c;library;dataflash;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/DataFlash/DataFlash_SITL.h', 'libraries/DataFlash/examples/DataFlash_test/DataFlash_test.pde', 'libraries/DataFlash/DataFlash_File.cpp', 'libraries/DataFlash/DataFlash_SITL.cpp'];4;10
cf4602afc18cfa2b6e3659daf3f4cf87430a697a;cf4602af;library;tecs;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_TECS/AP_TECS.cpp'];1;2
a4e8d960d2f93221a56647a00b5e45f145aad613;a4e8d960;library;scheduler;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_Scheduler/examples/Scheduler_test/Scheduler_test.pde'];1;2
c80a631813ae512deb9e86df20c7705e81fddf46;c80a6318;library;relay;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_Relay/AP_Relay.cpp'];1;2
ac439728839c95c981ac0ca23aa9011f76862017;ac439728;library;rangefinder;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_RangeFinder/examples/RFIND_test/RFIND_test.pde'];1;2
4ee54a8915439f5fdb035a3884b71c4a814cf4b0;4ee54a89;library;opticalflow;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_OpticalFlow/OpticalFlow.cpp', 'libraries/AP_OpticalFlow/examples/AP_OpticalFlow_test/AP_OpticalFlow_test.pde'];2;4
9f10e2d26c1af05b86bf9a48a27a3fbc56be4d78;9f10e2d2;library;notify;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_Notify/examples/ToshibaLED_test/ToshibaLED_test.pde', 'libraries/AP_Notify/AP_BoardLED.h'];2;4
c4d6f9d0401b539ed72ee8d5441edf5b20bcc26a;c4d6f9d0;library;navekf;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_NavEKF/AP_SmallEKF.cpp'];1;2
2e57c62ebbe74bfa3a443b25ec60901f2e953052;2e57c62e;library;motors;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_Motors/AP_Motors_Class.h'];1;2
0c142bb25a1082bfaf7cdc2c8a57e4787fa53779;0c142bb2;library;mission;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_Mission/examples/AP_Mission_test/AP_Mission_test.pde'];1;2
eca675c556e6bfc9abd01c6f5092350d075f79e4;eca675c5;library;math;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_Math/examples/location/location.pde', 'libraries/AP_Math/examples/rotations/rotations.pde', 'libraries/AP_Math/AP_Math.cpp', 'libraries/AP_Math/examples/eulers/eulers.pde'];4;8
ef527d9daad7244ad170186155e14e50917049e1;ef527d9d;library;inertialsensor;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_InertialSensor/examples/INS_generic/INS_generic.pde', 'libraries/AP_InertialSensor/examples/VibTest/VibTest.pde'];2;4
2be45bc7e61f3ba3475bb6bbadc62bb6fc0bbc1a;2be45bc7;library;gps;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_GPS/examples/GPS_AUTO_test/GPS_AUTO_test.pde'];1;2
dd94cc18a12460484809a0ea00b6f9aac3ddcaf6;dd94cc18;library;common;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_Common/examples/AP_Common/AP_Common.pde'];1;2
8055e5792d5dd5b23cc7b2fb1af7cc01c9337b68;8055e579;library;battmonitor;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_BattMonitor/AP_BattMonitor_Analog.h'];1;2
7d9d594283ed6ddcdd18df1314fd64f79c408828;7d9d5942;library;barometer;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_Baro/examples/BARO_generic/BARO_generic.pde'];1;2
f23bc463cbf5e257172c59757079e91f502e18c0;f23bc463;library;airspeed;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_Airspeed/AP_Airspeed.cpp'];1;2
e597575747d4057d952f12e29cafeb51b80c8aea;e5975757;library;ahrs;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AP_AHRS/examples/AHRS_Test/AHRS_Test.pde'];1;2
d8cd9866963794655d428c7f46085139c4b19893;d8cd9866;library;apm_control;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/APM_Control/AP_AutoTune.cpp'];1;2
e789984c9878dd93b77d0a99fb9da72989673922;e789984c;library;ac_wpnav;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AC_WPNav/AC_WPNav.h'];1;2
777685ce1f9906e27fd7acaf05b9f0259f831a0c;777685ce;library;ac_pid;fix for HAL_SITL rename;fix for HAL_SITL rename;['libraries/AC_PID/examples/AC_PID_test/AC_PID_test.pde'];1;2
be04be9b431ba46ffd1bde9e8ed59503a454f06f;be04be9b;library;navekf;Fix bug preventing home position being set by copter;"Fix bug preventing home position being set by copter

The interface definition has been modified so that it returns true for a position obtained usin geither the normal inertial navigation calculation, or a raw GPS measurement.
This enables this function to be used to set a home position before flight.";['libraries/AP_NavEKF/AP_NavEKF.h', 'libraries/AP_NavEKF/AP_NavEKF.cpp'];2;12
2cba60c7318e827484d9fd8079035cfa3ba1cf93;2cba60c7;library;navekf;Decouple takeoff ground effect compensation from arm transtion;"Decouple takeoff ground effect compensation from arm transtion

Thsi fixes a potential bug where the vehicle could land at a lower location without disarming and re-enter ground effect takeoff mode wiht a baro height floor above the current altitude, causing unpredictable height gain";['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;4
af80f20a51894dd1e52763ebf5bf417e961b53a3;af80f20a;library;inertialsensor;add get_primary_gyro, fix get_primary_accel;add get_primary_gyro, fix get_primary_accel;['libraries/AP_InertialSensor/AP_InertialSensor.h'];1;4
a035d5ad1b418c38ff374da17e5af34ee8f35d0d;a035d5ad;copter;copter;Fix initialization of Motor Interlock Aux Sw function.;Fix initialization of Motor Interlock Aux Sw function.;['ArduCopter/switches.pde'];1;5
67ba043b659ffc5311b604345ee686d10a8ecb80;67ba043b;tools;replay;fix replay for CTUN (type=0) messages;fix replay for CTUN (type=0) messages;['Tools/Replay/LogReader.cpp'];1;14
db833a647375af402230f443b997e0746c775c39;db833a64;tools;replay;fix null-pointer dereference when fields not present;fix null-pointer dereference when fields not present;['Tools/Replay/MsgHandler.h'];1;4
4c4a4f9ea5c155b53d6e1f159390af189651344a;4c4a4f9e;library;rangefinder;fixed cm to meter comparison;"fixed cm to meter comparison

thanks to EShamaev for this fix (see PR #1352)";['libraries/AP_RangeFinder/AP_RangeFinder_analog.cpp'];1;4
da629ce97697350aabb60145fa78651568a80595;da629ce9;copter;copter;minor format fix;minor format fix;['ArduCopter/Attitude.pde'];1;3
609bb0c56a6291d047d8c1a4cbfe41b617bc6e40;609bb0c5;rover;rover;fix MNT param description;fix MNT param description;['APMrover2/Parameters.pde'];1;2
e122916815ed2115c1c7cb52a3732427ef2f3099;e1229168;plane;plane;fix MNT param description;fix MNT param description;['ArduPlane/Parameters.pde'];1;2
85b0a18f610dc29c4cf960b16005f682d12c203a;85b0a18f;copter;copter;fix MNT param description;"fix MNT param description

extra underscore was appearing in the parameter descriptions on the web";['ArduCopter/Parameters.pde'];1;2
b7a6e3bf2cbc1b52d6bcda70b545f173fe4c8eef;b7a6e3bf;copter;copter;fix update_thr_average to run at 100hz;"fix update_thr_average to run at 100hz

Committed by Randy on Julien's behalf";['ArduCopter/ArduCopter.pde'];1;2
64629914a43929dadf2353ffe7ebca9400cddf87;64629914;copter;copter;fix RTL alt when no using Rally points;fix RTL alt when no using Rally points;['ArduCopter/control_rtl.pde'];1;2
3514177314971837a20146be072788bc667b814c;35141773;library;ac_pi_2d;minor format fix;minor format fix;['libraries/AC_PID/AC_PI_2D.h'];1;2
303cfd683a17400742f71280df69e68048514afd;303cfd68;library;ac_pid;replace floating point '==' with is_equal;"replace floating point '==' with is_equal

Also add div-by-zero check to fix calc_filt_alpha

Also get_i and get_shrink_i do not need to set values to zero in Vector2f
constructor because this is already done.";['libraries/AC_PID/AC_PID.cpp', 'libraries/AC_PID/AC_PI_2D.cpp'];2;21
608bb3d61128f9a1f42145c2e69c84b6979e60ff;608bb3d6;library;notify;minor format fix;minor format fix;['libraries/AP_Notify/AP_Notify.h'];1;2
ebf700d7368479b4cdf42384485cf9cc44c1d6a8;ebf700d7;library;tracker;fix notify initialisation;"fix notify initialisation

notify should be initialised before setting the initial startup flag
status";['AntennaTracker/AntennaTracker.pde'];1;4
085faaac6a618d83852d5c9f9c4a9f6ee8f3a9ac;085faaac;library;navekf;fix delay detection so that filter properly resets after a delay;fix delay detection so that filter properly resets after a delay;['libraries/AP_NavEKF/AP_NavEKF.cpp'];1;4
f21aa17980e1fe159529cd7d3000787bd3ecb3d6;f21aa179;library;gps;fixed sending of GPS_RAW_INT with multiple links;"fixed sending of GPS_RAW_INT with multiple links

thanks to ziltoid2 for this fix! See PR #2132";['libraries/AP_GPS/AP_GPS.cpp'];1;16
bfd24801ea057922279d95e035b0572c366d28f7;bfd24801;copter;copter;minor format fix;minor format fix;['ArduCopter/ArduCopter.pde'];1;2
03c0e17a4d85a0bea772a1078165a43ba3380eda;03c0e17a;library;gimbal;fix typo;fix typo;['libraries/AP_Gimbal/AP_Gimbal.cpp', 'libraries/AP_Gimbal/AP_Gimbal.h'];2;56
b3c35aee4e224dd1c63c6c6e48383d8758993b26;b3c35aee;library;gimbal;fix problem with rotation math on control loop;fix problem with rotation math on control loop;['libraries/AP_Gimbal/AP_Gimbal.cpp'];1;18
